,Hotel,City,Reviews,Date,Score,Aspect,Sentiment
589,The Mandeville Hotel,"London, United Kingdom", Although typical London rooms are on the small size but bathroom very nice with separate bath tub and walk in shower Everything very clean and maids are good but unobtrusive Turn down service if you want it AC works well Generally a nice boutique atmosphere We know London well This location is very good We love sophisticated Marylebone High St with all the restos shops etc If you love books visit Daunt on the High St Quite an icon For fish go to Fishworks restaurant Try to get into the Marylebone back streets Lots of atmosphere Maybe touristy but if you like the world famous shops and business of Oxford St it is a stone s throw away ,8/3/2017,8.3,"[(""typical"",""rooms""), (""are"",""rooms""), (""small"",""size""), (""very nice"",""bathroom""), (""tub"",""bath""), (""separate"",""tub""), (""good"",""maids""), (""good"",""Everything""), (""unobtrusive"",""Everything""), (""very clean"",""Everything""), (""Turn"",""service""), (""well works"",""AC""), (""nice"",""atmosphere""), (""atmosphere"",""boutique""), (""very good"",""location""), (""love"",""books""), (""go"",""fish""), (""famous"",""shops""), (""throw"",""stone"")]","{'AC': [0.2732, 0], 'books': [0.6369, 0], 'location': [0.4927, 0], 'fish': [0, 0], 'Everything': [0.898, 0], 'tub': [0, 0], 'size': [0, 0], 'shops': [0, 0], 'atmosphere': [0.4215, 0], 'boutique': [0, 0], 'service': [0, 0], 'bath': [0, 0], 'bathroom': [0.4754, 0], 'stone': [0, 0], 'maids': [0.4404, 0], 'rooms': [0, 0]}"
590,Hallmark Hotel London Chigwell Prince Regent,"London, United Kingdom", Clean friendly comftable bed,8/3/2017,10.0,"[(""friendly"",""bed""), (""comftable"",""bed"")]","{'bed': [0.4939, 0]}"
591,IntercityHotel Wien,"Vienna, Austria", Everything was great we loved it Location of the hotel our room the staff 10 10 We ll be booking this hotel in the future for sure ,8/3/2017,10.0,"[(""great"",""Everything""), (""booking"",""hotel"")]","{'hotel': [0, 0], 'Everything': [0.6249, 0]}"
592,IntercityHotel Wien,"Vienna, Austria", Location transport tickets room,8/3/2017,9.2,"[(""tickets"",""transport"")]","{'transport': [0, 0]}"
593,IntercityHotel Wien,"Vienna, Austria", Staff were lovely and very helpful The accomodation was lovely and in a great location ,8/3/2017,10.0,"[(""lovely"",""Staff""), (""very helpful"",""Staff""), (""lovely"",""accomodation""), (""great"",""location"")]","{'location': [0.6249, 0], 'Staff': [1.0613, 0], 'accomodation': [0.5859, 0]}"
594,Golden Tulip Amsterdam West,"Amsterdam, Netherlands", Friendly and helpful staff Rooms were very clean and modern,8/3/2017,10.0,"[(""helpful"",""staff""), (""very clean"",""Rooms""), (""modern"",""Rooms"")]","{'staff': [0.4215, 0], 'Rooms': [0.4576, 0]}"
595,Golden Tulip Amsterdam West,"Amsterdam, Netherlands", Very large rooms with all what you need,8/3/2017,10.0,"[(""large"",""rooms"")]","{'rooms': [0, 0]}"
596,Golden Tulip Amsterdam West,"Amsterdam, Netherlands", Treat the hotel staff with us was so kindly and friendly specially from the alexsandra,8/3/2017,6.7,"[(""Treat"",""staff""), (""staff"",""hotel"")]","{'staff': [0.4019, 0], 'hotel': [0, 0]}"
597,Eurostars Grand Marina Hotel GL,"Barcelona, Spain", Nothing,8/3/2017,7.9,[],{}
598,Catalonia Barcelona 505,"Barcelona, Spain", Located close to eateries ,8/3/2017,7.5,[],{}
599,Catalonia Barcelona 505,"Barcelona, Spain", Bed should be double for family instead of 2 single beds,8/3/2017,8.8,"[(""double"",""Bed""), (""single"",""beds"")]","{'beds': [0, 0], 'Bed': [0, 0]}"
600,Mercure Amsterdam Sloterdijk Station,"Amsterdam, Netherlands", Near to train station,8/3/2017,7.5,"[(""train"",""station"")]","{'station': [0, 0]}"
601,Mercure Amsterdam Sloterdijk Station,"Amsterdam, Netherlands", Excellent location Rooms are amazing Very comfortable,8/3/2017,9.6,"[(""Excellent"",""location""), (""amazing"",""Rooms"")]","{'location': [0.5719, 0], 'Rooms': [0.5859, 0]}"
602,DoubleTree by Hilton Hotel Amsterdam NDSM Wharf,"Amsterdam, Netherlands", Extra attention when calling front desk Check in Check out very efficient and friendly ,8/3/2017,7.5,"[(""Extra"",""attention""), (""when calling"",""desk""), (""front"",""desk"")]","{'attention': [0, 0], 'desk': [0, 0]}"
603,DoubleTree by Hilton Hotel Amsterdam NDSM Wharf,"Amsterdam, Netherlands", The concierge was very accommodating and hospitable ,8/3/2017,7.9,"[(""very accommodating"",""concierge"")]","{'concierge': [0, 0]}"
604,DoubleTree by Hilton Hotel Amsterdam NDSM Wharf,"Amsterdam, Netherlands", Staff very helpful,8/3/2017,9.2,[],{}
605,DoubleTree by Hilton Hotel Amsterdam NDSM Wharf,"Amsterdam, Netherlands", Hotel was faultless lovely staff and beautiful room with flawless views Would definitely stay again ,8/3/2017,10.0,"[(""staff"",""Hotel""), (""faultless"",""staff""), (""lovely"",""staff""), (""beautiful"",""room""), (""flawless"",""views"")]","{'Hotel': [0, 0], 'staff': [1.0447, 0], 'room': [0.5994, 0], 'views': [0.5106, 0]}"
606,Hotel V Nesplein,"Amsterdam, Netherlands", Everything Staff was great so was decor food location Definitely will stay there again,8/3/2017,10.0,"[(""so great"",""Staff""), (""location"",""decor""), (""location"",""food"")]","{'decor': [0, 0], 'food': [0, 0], 'Staff': [0.659, 0]}"
607,De L Europe Amsterdam,"Amsterdam, Netherlands", 1 The staff was unfailingly professional and pleasant 2 L Europe s location at the tip of a point around which Amsterdam s many wonderful canals circle is wonderful for walking our way to see any city cycling almost all of Amerstam seems to cycle and canal boating ,8/3/2017,9.6,"[(""unfailingly professional"",""staff""), (""many"",""circle""), (""wonderful"",""circle""), (""circle"",""canals""), (""wonderful"",""circle""), (""walking"",""way""), (""see"",""cycling""), (""almost cycling"",""city""), (""seems"",""location"")]","{'circle': [1.1438, 0], 'way': [0, 0], 'staff': [0, 0], 'location': [0, 0], 'cycling': [0, 0], 'city': [0, 0], 'canals': [0, 0]}"
608,Inntel Hotels Amsterdam Centre,"Amsterdam, Netherlands", Great great location def walkable from train station Amsterdam was amazing wished I stayed longer ,8/3/2017,10.0,"[(""Great"",""def""), (""great"",""def""), (""def"",""location""), (""walkable"",""def""), (""Amsterdam"",""train""), (""Amsterdam"",""station""), (""amazing"",""def"")]","{'def': [1.8357, 0], 'station': [0, 0], 'train': [0, 0], 'location': [0, 0]}"
609,Apex City Of London Hotel,"London, United Kingdom", Great location great service great room great food ,8/3/2017,10.0,"[(""service"",""location""), (""great"",""service""), (""great"",""room""), (""great"",""food"")]","{'room': [0.6249, 0], 'location': [0, 0], 'food': [0.6249, 0], 'service': [0.6249, 0]}"
610,Apex City Of London Hotel,"London, United Kingdom", Great Location ,8/3/2017,9.6,[],{}
611,Onix Liceo,"Barcelona, Spain", the place was wonderful staff really helpful we were given a really bad room at the beginning with no light small and with a problem in the bathroom but they changed our room to a really nice one the next day ,8/3/2017,7.5,"[(""staff"",""place""), (""wonderful"",""staff""), (""really helpful"",""staff""), (""given"",""room""), (""really bad"",""room""), (""changed"",""room""), (""next"",""day"")]","{'staff': [1.0473, 0], 'place': [0, 0], 'room': [0, -0.5849], 'day': [0, 0]}"
612,Abba Sants,"Barcelona, Spain", The bed was extremely comfortable and a great shower awesome location,8/3/2017,8.8,"[(""extremely comfortable"",""bed""), (""great"",""shower""), (""awesome"",""location"")]","{'location': [0.6249, 0], 'shower': [0.6249, 0], 'bed': [0.5563, 0]}"
613,Aloft London Excel,"London, United Kingdom", Great spacious comfortable rooms,8/3/2017,7.5,"[(""spacious"",""rooms""), (""comfortable"",""rooms"")]","{'rooms': [0.5106, 0]}"
614,DoubleTree by Hilton Amsterdam Centraal Station,"Amsterdam, Netherlands", Nice coffee drawer large room Nice furnitures v g airconditioning ,8/3/2017,8.3,"[(""Nice"",""furnitures""), (""furnitures"",""coffee""), (""furnitures"",""drawer""), (""large"",""furnitures""), (""furnitures"",""room""), (""Nice"",""furnitures""), (""airconditioning"",""g"")]","{'room': [0, 0], 'g': [0, 0], 'coffee': [0, 0], 'drawer': [0, 0], 'furnitures': [0.843, 0]}"
615,DoubleTree by Hilton Amsterdam Centraal Station,"Amsterdam, Netherlands", Nice location Great bars,8/3/2017,7.5,"[(""Nice"",""location""), (""Great"",""bars"")]","{'location': [0.4215, 0], 'bars': [0.6249, 0]}"
616,Exe Vienna,"Vienna, Austria", Very nice staff one of the biggest room I ve ever been in hotel clean and quiet room all hygiene supplies in bathroom Easy to park right in front of the hotel for free Near by U bahn 20min to the center ,8/3/2017,10.0,"[(""very nice"",""staff""), (""biggest"",""room""), (""quiet"",""room""), (""supplies"",""hygiene""), (""park"",""right"")]","{'staff': [0.4754, 0], 'room': [0, 0], 'right': [0, 0], 'hygiene': [0, 0]}"
617,Hotel Spa Villa Olimpica Suites,"Barcelona, Spain", The staffs are quite friendly and helpful The outdoor pool of hotel is very good and clean Also the hotel is located in a nice area with an easy access to the beach and tourist attractions ,8/3/2017,8.8,"[(""quite friendly"",""staffs""), (""helpful"",""staffs""), (""outdoor"",""pool""), (""very good"",""pool""), (""clean"",""pool""), (""nice"",""area""), (""easy"",""access""), (""attractions"",""beach""), (""attractions"",""tourist""), (""also located"",""hotel"")]","{'tourist': [0.4215, 0], 'hotel': [0, 0], 'area': [0.4215, 0], 'staffs': [0.9628, 0], 'beach': [0.4215, 0], 'pool': [0.8946000000000001, 0], 'access': [0.4404, 0]}"
618,Hotel Beethoven Wien,"Vienna, Austria", Great breakfast helpful staff convenient location for sights and close to restaurants enjoyable concert on Sunday ,8/3/2017,9.2,"[(""Great"",""breakfast""), (""staff"",""breakfast""), (""helpful"",""staff""), (""staff"",""location""), (""convenient"",""location""), (""enjoyable"",""concert"")]","{'staff': [0.4215, 0], 'breakfast': [0.6249, 0], 'concert': [0.4404, 0], 'location': [0, 0]}"
619,H10 Port Vell 4 Sup,"Barcelona, Spain", Very good located hotel with pleasant and calm terrace good located hotel with pleasant and calm terrace for some rest after a busy day with nice view over harbour and Barcelonnette The swimming pool is more a big bath but Ok to refresh yourself Rooms are nice clean big enough for 2 person good bed and have all needed facilities While the front rooms have a nice view on the harbour it is a little noisy from the street We had a superior room on the back of the hotel connected with an internal open area very quiet room The breakfast is relative expensive but very good Everything what is available is not visible but the waitress is very helpful with informing you what you can get For sure we will come back ,8/3/2017,9.2,"[(""very good"",""hotel""), (""located"",""hotel""), (""pleasant"",""hotel""), (""terrace calm"",""hotel""), (""located"",""hotel""), (""calm"",""terrace""), (""pleasant"",""terrace""), (""busy"",""day""), (""nice"",""view""), (""big"",""bath""), (""but bath"",""pool""), (""pool"",""swimming""), (""all needed"",""facilities""), (""needed"",""Rooms""), (""enough clean"",""Rooms""), (""good"",""bed""), (""front"",""rooms""), (""have"",""rooms""), (""have"",""view""), (""nice"",""view""), (""very quiet"",""room""), (""superior"",""room""), (""connected"",""room""), (""connected"",""room""), (""internal"",""area""), (""open"",""area""), (""very good"",""breakfast""), (""visible"",""Everything""), (""very helpful"",""waitress"")]","{'room': [0.5423, 0], 'day': [0, 0], 'bed': [0.4404, 0], 'breakfast': [0.4927, 0], 'Rooms': [0.4019, 0], 'view': [0.843, 0], 'hotel': [1.3215000000000001, 0], 'swimming': [0, 0], 'terrace': [0.8288, 0], 'area': [0, 0], 'bath': [0, 0], 'pool': [0, 0], 'facilities': [0, 0], 'waitress': [0.4754, 0], 'Everything': [0, 0], 'rooms': [0, 0]}"
620,AC Hotel Barcelona Forum a Marriott Lifestyle Hotel,"Barcelona, Spain", Barcelona as a city,8/3/2017,9.2,[],{}
621,Hotel The Serras,"Barcelona, Spain", The smell as you walk in the hotel The sound isolation in the room you hear nothing The unbelievable attention to details Extraordinary friendly staff all over the place The seating area at the rooftop Every single thing in this place I ve never loved any place like I loved the Serras,8/3/2017,10.0,"[(""walk"",""smell""), (""sound"",""isolation""), (""hear"",""isolation""), (""hear"",""nothing""), (""unbelievable"",""attention""), (""Extraordinary"",""staff""), (""friendly"",""staff""), (""seating"",""area""), (""single"",""thing""), (""loved"",""place"")]","{'smell': [0, 0], 'nothing': [0, 0], 'area': [0, 0], 'place': [0.5994, 0], 'staff': [0.4939, 0], 'isolation': [0, 0], 'thing': [0, 0], 'attention': [0.2023, 0]}"
622,Hotel Casa Fuster G L Monumento,"Barcelona, Spain", The staff are super friendly and knowledgeable Languages places etc The roof top terrace is amazing Lots of fun and great drinks ,8/3/2017,10.0,"[(""friendly"",""staff""), (""knowledgeable"",""places""), (""top"",""terrace""), (""terrace"",""roof""), (""amazing"",""terrace""), (""drinks"",""fun""), (""great"",""drinks"")]","{'drinks': [0.6249, 0], 'roof': [0, 0], 'terrace': [0.7882, 0], 'places': [0, 0], 'fun': [0, 0], 'staff': [0.4939, 0]}"
623,Hotel Casa Fuster G L Monumento,"Barcelona, Spain", Excellent staff and beautiful hotel ,8/3/2017,10.0,"[(""Excellent"",""staff""), (""beautiful"",""hotel"")]","{'staff': [0.5719, 0], 'hotel': [0.5994, 0]}"
624,Hotel Casa Fuster G L Monumento,"Barcelona, Spain", The restaurant deserves a few Michelin stars The hotel and location is stunning ,8/3/2017,10.0,"[(""deserves"",""restaurant""), (""deserves"",""stars""), (""few"",""stars""), (""stunning"",""location""), (""stunning"",""hotel"")]","{'location': [0.3818, 0], 'restaurant': [0, 0], 'stars': [0, 0], 'hotel': [0.3818, 0]}"
625,Hilton Diagonal Mar Barcelona,"Barcelona, Spain", The pool was lovely and great restaurants and shopping just across the road so you can eat out at different places or breakfast over there if you don t want to pay 25 a day The pool is owned by a different company but f you are a hotel guest you can have one of the 10 E beds but remember you can swim and sit on the sofas if you don t want to pay that each day ,8/3/2017,7.9,"[(""restaurants"",""pool""), (""lovely"",""restaurants""), (""great"",""restaurants""), (""different"",""places""), (""owned"",""pool""), (""different"",""company""), (""you"",""guest""), (""guest"",""hotel""), (""beds"",""E""), (""but remember"",""beds"")]","{'beds': [0, 0], 'company': [0, 0], 'places': [0, 0], 'hotel': [0, 0], 'pool': [0, 0], 'E': [0, 0], 'restaurants': [1.2107999999999999, 0], 'guest': [0, 0]}"
626,Claris Hotel Spa GL,"Barcelona, Spain", The bedroom was perfect so clean Loved all the extra touches fold down bed cover every night with a chocolate fresh bottle of water every day fresh rose in bathroom cumfy bath robe and slippers friendly staff the best was been given a phone so you ve wifi everywhere you go in city COOL My stay was splendid and worth the price ,8/3/2017,10.0,"[(""perfect"",""bedroom""), (""given"",""phone""), (""'ve"",""wifi""), (""Loved"",""touches""), (""Loved"",""night""), (""extra"",""touches""), (""fold"",""cover""), (""cover"",""bed""), (""bottle"",""chocolate""), (""fresh"",""bottle""), (""rose"",""staff""), (""robe"",""bathroom""), (""robe"",""cumfy""), (""robe"",""bath""), (""friendly"",""staff""), (""price"",""stay""), (""splendid"",""price""), (""worth"",""price"")]","{'stay': [0, 0], 'bed': [0, 0], 'cover': [0, 0], 'bath': [0, 0], 'chocolate': [0, 0], 'bedroom': [0.5719, 0], 'wifi': [0, 0], 'staff': [0.4939, 0], 'price': [0.8122, 0], 'phone': [0, 0], 'night': [0.5994, 0], 'cumfy': [0, 0], 'bathroom': [0, 0], 'touches': [0.5994, 0], 'bottle': [0.3182, 0]}"
627,Catalonia Ramblas 4 Sup,"Barcelona, Spain", Nothing special ,8/3/2017,7.1,[],{}
628,Catalonia Ramblas 4 Sup,"Barcelona, Spain", Centeral Location spaceous room wifi,8/3/2017,7.1,"[(""wifi"",""room""), (""spaceous"",""wifi"")]","{'room': [0, 0], 'wifi': [0, 0]}"
