,Hotel,Reviews,Aspect_Sentiment
229,The Park Grand London Paddington, The location of the hotel was brilliant the area felt safe and there were shops and cafes with friendly staff Hyde Parks a stones throw away was perfect and a short power walk to Oxford Street instead of public transport The hotel was accessible friendly staff and had good amenities ,"{'cafes': [1.625, 0], 'area': [1.625, 0], 'oxford street': [2.5, 0], 'location': [1.625, 0], 'power walk': [2.5, 0], 'staff hyde parks': [6.125, 0], 'hotel': [2.875, 0]}"
230,The Park Grand London Paddington, Location of the propert was fantastic and near the tube stations Staff was fantastic and even the breakfast seemed over staffed Rooms are modern clean and even presented a complimentary coffee as we waited for our room Luxurious and well price for central London ,"{'location': [1.25, 0], 'staff': [1.25, 0], 'breakfast': [1.25, 0], 'room luxurious': [2.5, 0], 'propert': [1.25, 0], 'staffed': [1.25, 0], 'tube': [1.25, 0], 'coffee': [1.25, 0], 'price': [1.25, 0]}"
231,The Park Grand London Paddington, very comfortable room and excellent staff They welcomed us at the hotel with smiles and upgraded our room to a club room for the night for no extra money we ordered room service and the food was absolutely amazing with no exceptions we had salad soup and two main courses all of which we couldnt finish because of the plentiful portions It was not expensive either I am definitely planning on staying at this hotel again or one of others in their chain of hotels Theres plenty of room to keep clothes in built in closets and the shower is great as well Overall an excellent and cozy experience ,"{'room': [2.75, -1.75], 'food': [1.25, -1.0], 'excellent': [1.5, -0.75], 'room service': [4.0, -2.75], 'night': [1.25, -1.0], 'shower': [0, 0], 'staff': [1.5, -0.75], 'chain': [1.25, -1.0], 'club room': [4.0, -2.75], 'plenty': [0, 0], 'money': [1.25, -1.0], 'hotel': [1.25, -1.0]}"
233,The Park Grand London Paddington, Modern room good location helpful staff ,"{'location': [0.75, 0], 'room': [0.75, 0]}"
234,The Park Grand London Paddington, I am very fond of Bayswater location Breakfast was ok and serving and cleaning tables was quick ,"{'fond': [0.5, 0]}"
235,The Park Grand London Paddington, The hotel offered guest a cell wifi mobile app with map and gps ,"{'map': [0, 0], 'cell wifi': [0, 0], 'app': [0, 0], 'hotel': [0, 0]}"
237,The Park Grand London Paddington, Everything had a nice feel to it The staff were friendly and were always smiling and laughing ,"{'feel': [0, 0], 'everything': [0, 0]}"
238,The Park Grand London Paddington, The Porter staff were very friendly the receptionists didn t seem to care ,"{'porter staff': [1.25, 0]}"
239,The Park Grand London Paddington, The Hotel is in walking distance from Paddington Station and so to Heathrow That s my reason for using this hotel ,"{'distance': [0, 0], 'reason': [0, 0], 'hotel': [0, 0], 'paddington station': [0, 0]}"
240,The Park Grand London Paddington, The hotel was perfect for a short stay in the heart of London very conveniently located for Paddington station and the Heathrow Express Highly recommended ,"{'heart': [0.625, 0], 'hotel': [0.625, 0], 'stay': [0.625, 0], 'london': [0.625, 0], 'paddington station': [1.25, 0]}"
241,The Park Grand London Paddington, location is nice and surrounding is also pretty comfortable to find aynthing,"{'location': [0.875, -0.75], 'surrounding': [0.875, -0.75]}"
242,The Principal London, Breakfast reasonable in price and good quality Comfy bar Good staff ,"{'breakfast': [1.0, 0], 'price': [1.0, 0]}"
243,The Principal London, Amazing victorianlandmark Hotel in the heart of the city with one of the kindest and most attentive staffs I have encountered ,"{'victorianlandmark hotel': [1.75, 0], 'heart': [0.875, 0]}"
244,The Principal London, Hotel location near the city centre and transportation Free wifi with good signal Room comfort Coffee tea and cookies courtesy ,"{'hotel location': [0, 0], 'city centre': [0, 0], 'wifi': [0.5, 0], 'transportation': [0, 0]}"
245,The Principal London, The resection and outside of the building were beautiful and the staff were polite and very helpful ,"{'resection': [2.0, 0], 'outside': [2.0, 0], 'building': [2.0, 0]}"
246,The Principal London, location very good nice architecture good staff ,"{'location': [1.5, 0], 'architecture': [1.5, 0]}"
247,The Principal London, Location excellent tube round the corner and easy walk to Covent Garden Staff were friendly And helpful ,"{'location': [2.0, 0], 'tube': [2.0, 0], 'corner': [2.0, 0], 'walk': [2.0, 0]}"
249,The Principal London, The location is great just near Russel Sq Station ,"{'location': [0.625, 0]}"
250,The Principal London, The location was superb and the staff friendly and helpful There are improvements currently underway but it had little impact We had a with no view and noise from the air conditioning but that was probably a reflection on the price we paid ,"{'location': [0.375, 0], 'superb': [0.375, 0], 'view': [0, 0], 'air conditioning': [0, 0], 'noise': [0, 0], 'staff': [0.375, 0], 'reflection': [0, 0], 'impact': [0, -0.25]}"
251,The Principal London, Room was clean Hotel has lots of character Breakfast was good Lots of selection Left my smartphone in room on check out I was at airport before I noticed that it was missing Staff found the phone and Sent it to me Thank you Miles for your concern and prompt action ,"{'room': [0.5, 0], 'check': [0.5, 0], 'miles': [0, 0], 'selection left': [1.0, 0], 'lots': [0.5, 0], 'thank': [0, 0], 'phone': [0.5, 0], 'airport': [0, 0], 'staff': [0, 0], 'character breakfast': [1.0, 0], 'smartphone': [0.5, 0], 'concern': [0, 0], 'hotel': [0.5, 0]}"
252,The Principal London, Hotel Russell is a beautiful historic hotel with amazing public rooms but also very attractive comfortable guest rooms We ll be back ,"{'hotel russell': [4.25, -2.0], 'hotel': [2.125, -1.0]}"
253,The Principal London, Great looking hotel both inside and out,"{'great': [0, 0]}"
254,The Principal London, All staff especially Miles on reception were professional and friendly and the rooms were well kept Lounge and Bar arrears felt comfortable and relaxing ,"{'reception': [0.125, -0.75], 'miles': [0.125, -0.75], 'staff': [0.125, -0.75], 'lounge': [0.125, -0.75]}"
255,The Principal London, Enjoyed room service twice very quick and delicious food Comfy bed Lovely breakfast,"{'food comfy': [0.5, 0], 'enjoyed room service': [1.5, 0]}"
256,The Principal London, Awesome historic building conveniently located next to the underground Staff specifically Miles was incredibly friendly and made our stay an experience ,"{'miles': [0.625, -0.5], 'staff': [0.625, -0.5], 'stay': [0.625, -0.5], 'awesome': [0.625, -0.5], 'building': [0.625, -0.5]}"
257,The Principal London, The location of the hotel is amazing You are easy walking distance to all of the London attractions and to the city The old doorman has been here for years a Welcoming face for sure ,"{'location': [0, 0], 'london': [0.625, 0], 'city': [0.625, 0], 'distance': [0.625, 0], 'doorman': [0, -0.5], 'hotel': [0, 0]}"
258,The Principal London, Staff are extremely friendly and obliging Aircon in my room didn t work so they immediately arranged a move and upgrade Location is brilliant Free wifi Breakfast was good and convenient A great place to stay ,"{'convenient a': [3.5, -0.375], 'staff': [0.75, -0.375], 'free wifi breakfast': [4.125, 0], 'location': [0.75, -0.375], 'aircon': [0.75, -0.375], 'room didn t work': [4.375, -1.5], 'move': [0.75, -0.375]}"
259,The Principal London, Door staff excellent reception staff excellent I asked for a quiet room and that was what I was given astonishing most London hotels would have ignored my request ,"{'room': [0, 0], 'door staff': [2.0, 0], 'london': [0, 0], 'reception staff excellent': [3.0, 0]}"
260,The Principal London, Beautiful building great location and really helpful staff ,"{'location': [1.625, 0], 'building': [1.625, 0]}"
261,The Principal London, Plenty of choice for breakfast with very nice tea and coffee full English and continental available with fresh croissants and pastries also Location was perfect as it was very close to tube station but also within walking distance of the major shops and attractions and opposite Russell Square Gardens Staff were very pleasant and helpful ,"{'english': [2.75, -0.625], 'choice': [2.75, -0.625], 'tea': [2.75, -0.625], 'breakfast': [2.75, -0.625], 'location': [2.75, -0.625], 'distance': [2.75, -0.625], 'plenty': [2.75, -0.625], 'station': [2.75, -0.625], 'coffee': [2.75, -0.625]}"
263,The Principal London, The hotel was clean and the room was well knitted out shower brilliant The staff were lovely ,"{'room': [0, 0], 'hotel': [0, 0], 'brilliant': [0, 0]}"
264,The Principal London, Breakfast was not fresh Potatoes the standard fried triangles were stale and over fried Pastries were not fresh and gave off a stale taste I m comparing the Russell Hotel breakfast buffet to that at the Euston Hilton Hotel at Upper Woburn which was excellent ,"{'potatoes': [1.0, -3.125], 'breakfast': [1.0, -3.125], 'russell hotel breakfast buffet': [4.0, -12.5], 'standard': [1.0, -3.125], 'euston hilton hotel': [3.0, -9.375], 'taste': [1.0, -3.125]}"
265,The Principal London, Fabulous service Gorgeous old world charm Modem spacious room Loved having such a helpful doorman Every day after a busy day of sightseeing how wonderful to be greeted by cold water infused with fresh fruit at the reception counter ,"{'room': [0.875, 0], 'water': [1.375, -0.875], 'world charm modem': [2.625, 0], 'service gorgeous': [1.75, 0], 'doorman every day': [4.125, -2.625], 'day': [1.375, -0.875], 'fruit': [1.375, -0.875]}"
266,The Principal London, We generally loved this hotel We d passed it and admired its statuesque grandeur when we d been in Bloomsbury before So we thought we d try staying there The location is excellent so close to a tube stop that even with baggage getting in from Heathrow was do able The hotel s Victorian style has been maintained so noticing the dragon sculpture on the staircase a twin to the one lost on the Titanic and other unique period features the staircase itself the chandelier etc was a delight every time we left our room The staff was very helpful ,"{'heathrow': [1.5, -0.625], 'etc': [1.5, -0.625], 'room': [1.5, -0.625], 'baggage': [1.5, -0.625], 'dragon sculpture': [3.0, -1.25], 'titanic': [1.5, -0.625], 'period': [1.5, -0.625], 'twin': [1.5, -0.625], 'location': [1.5, -0.625], 'statuesque grandeur': [0, 0], 'style': [1.5, -0.625], 'tube stop': [3.0, -1.25], 'time': [1.5, -0.625], 'bloomsbury': [0, 0], 'staircase': [1.5, -0.625], 'hotel': [1.5, -0.625]}"
267,The Principal London, The Hotel Russell is a rare survivor of a bygone era Few hotels today can match the historical opulence of the Russell Hotel It is worth a visit if only to have a drink at the bar ,"{'survivor': [0.25, 0], 'visit': [0, 0], 'drink': [0, 0], 'bygone era': [0.5, 0], 'hotel russell': [0.5, 0], 'today': [0, 0], 'russell hotel': [0.5, 0], 'opulence': [0, 0]}"
268,The Principal London, Location perfect and delightful area not too busy Lovely park opposite Nice restaurants and bars in the area Character of hotel is beautiful with lovely marble and tiled features Staff polite and helpful Our room was large with nice bathroom Would definitely stay there again ,"{'room': [1.5, -0.375], 'nice': [1.5, -0.375], 'area character': [4.125, -1.625], 'staff polite': [3.0, -0.75], 'lovely park': [3.75, -2.125], 'area': [2.625, -1.25], 'location perfect': [2.25, -1.75], 'hotel': [1.5, -0.375]}"
269,The Principal London, This is a large classic hotel Interior by the man who did the decorating of the Titanic Located very close to the tube makes it great for getting around Room much larger than most in London Right across street from park Near British Museum ,"{'titanic located': [2.75, 0], 'room': [1.375, 0], 'decorating': [1.375, 0], 'london': [1.375, 0], 'hotel interior': [2.75, 0], 'park': [0, 0], 'tube': [1.375, 0], 'man': [1.375, 0], 'street': [0, 0]}"
270,The Principal London, Great central location and a monument to Victorian grandeur on the architecture of the hotel ,"{'location': [0, 0], 'grandeur': [0, 0], 'monument': [0, 0], 'architecture': [0, 0]}"
271,The Principal London, The staff were particularly friendly and helpful It was our 25th wedding anniversary which came out in conversation when we checked in We were surprised and delighted to find a card a bottle of champagne and 2 delicious cakes beautifully presented in our room on the day This was a very thoughtful and kind gesture which would encourage us to pay a return visit ,"{'kind gesture': [1.5, 0], 'room': [0.75, 0], 'conversation': [0.75, 0], 'staff': [0.75, 0], 'champagne': [0.75, 0], 'wedding anniversary': [1.5, 0], 'bottle': [0.75, 0], 'card': [0.75, 0], 'day': [0.75, 0]}"
