Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,12/28/2016,8.5,K K Hotel George, Saudi Arabia , Rooms are not heated may be an issue in very cold winters Gym is open from 4 00 pm to 10 00pm when you usually are out ,29,1831, Location heated outdoor smoking area breakfast is good Just 2 min walk to Earls Court station Halal restaurants are very close by ,24,1,8.3,"[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 10 nights ', ' Submitted from a mobile device ']",218 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,12/26/2016,8.5,K K Hotel George, Ireland , Soiled chair in room Pillows not clean Shower temp control very sensitive in 1st room we stayed in Value for money,22,1831, Helpful friendly staff Good location,6,1,8.8,"[' Leisure trip ', ' Family with young children ', ' Classic Triple Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",220 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,12/22/2016,8.5,K K Hotel George, United Kingdom ,No Negative,0,1831, Excellent hotel in every aspect Fantastic location with only a 2 3 minute walk to the tube station which takes you into central London Rooms are small but perfectly formed with a lovely bathroom All the staff are very polite and friendly and sorted out the small problem with the bathroom sink and brought a firmer pillow with no issues Great choice of buffet breakfast both hot and cold all replenished regularly Would definitely stay here again and recommend it to anyone ,84,5,10,"[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",224 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,12/21/2016,8.5,K K Hotel George, United Kingdom , We asked for 2 singles and a sofa bed but were given a double bed and no explanation There were few accessible plugs for hair straighteners and the like and the hair dryer didn t work To be fair we didn t take this up with the hotel so they may have sorted this if asked to do so ,61,1831, Comfy bed a lovely warm room with good facilities on a cold damp London day Great shower nice toiletries and fab fluffy towels Would stay again as it was a great location The things we didn t like weren t the end of the world and we enjoyed our stay ,52,2,8.3,"[' Leisure trip ', ' Group ', ' Classic Triple Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",225 day,51.4918878,-0.1949706
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,8/2/2017,9.2,Apex Temple Court Hotel, United Kingdom , Difficult to locate the phone to contact reception lack toilet itineraries and it was difficult to locate these ,20,2619, They have followed through special requests Comfortable bed wide choices for breakfast and very clean ,17,1,9.2,"[' Leisure trip ', ' Couple ', ' Deluxe King Room with Club Lounge Access and Balcony ', ' Stayed 1 night ']",1 days,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,8/2/2017,9.2,Apex Temple Court Hotel, Ireland , Air con not great ,6,2619, Great location and very comfortable rooms Room was available for early check in Easy walk to attractions and trains for onward journey ,24,19,8.3,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 1 night ']",1 days,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,8/2/2017,9.2,Apex Temple Court Hotel, United Kingdom , Not a fan of the breakfast to be honest the eggs were quite watery Also we did not buy breakfast in advance which was good because when you arrive they give you a 25 off voucher I would have been very annoyed if I had paid full price in advance and the person next to me got a better deal ,62,2619, We had the most basic room which was great value as well as spacious and comfortable,17,3,10,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1 days,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,7/10/2017,9.2,Apex Temple Court Hotel, United Kingdom , No parking on site We parked about 1 2 mile away but it s expensive Parking from 15 30 Friday until 11 30am Sunday cost 42 00 Although reasonable by London standards it s an added expense for a weekend away Perhaps the hotel could workout a concession with local car parks Restaurant expensive given the quality of food ,61,2619, Standard rooms are very comfortable Good central location ,10,25,7.5,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 2 nights ']",24 days,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,7/10/2017,9.2,Apex Temple Court Hotel, United Kingdom ,No Negative,0,2619, Very large room Hidden courtyard view with backdrop of the city is beautiful Short walk to public transport Blackfriars Tube Station and Temple Station ,26,1,10,"[' Leisure trip ', ' Couple ', ' Superior King Room ', ' Stayed 2 nights ']",24 days,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,7/5/2017,9.2,Apex Temple Court Hotel, United Kingdom , We have been charged for room service that we did not have I spoke to the hotel yesterday who said they would remove the charge of 43 53 issue and amended invoice and email to confirm that the charge had been removed This has not been done ,49,2619, Location and room excellent,5,6,7.9,"[' Couple ', ' City King Room ', ' Stayed 2 nights ']",29 days,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,7/3/2017,9.2,Apex Temple Court Hotel, Singapore , It would be helpful if the hotel could provide more detailed info on how to get to the hotel from the subway station Customers shld look out for the green elephant in the doorway otherwise really difficult to find the entrance to the hotel ,46,2619, Guest svc manager Francesco was very helpful with our questions on places to go and ways to get there Room bed was extremely comfortable and good sized Bathroom was also a good sized bathroom with a long bath and a cute Apex duck a very cute and novel idea ,51,5,7.5,"[' Business trip ', ' Solo traveler ', ' City King Room ', ' Stayed 2 nights ']",31 days,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,7/1/2017,9.2,Apex Temple Court Hotel, United Kingdom , Every thing was excellent Apart from room service for food that never came and been woken up at 9 am by staff walking in room When I mentioned in to reception when checking out they didn t seam bothered ,41,2619, Room was great Bathroom was immaculately clean,8,1,7.9,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",33 days,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,6/27/2017,9.2,Apex Temple Court Hotel, United Kingdom , No problems at all ,6,2619, Room and bathroom excellent Really comfortable bed and huge walk in shower TV ironing board iron bathrobes slippers and tea coffee hot choc making facilities in room Hotel looks new so all furnishings modern Tube a short walk away We walked to the Theatre district in around 15 20 minutes We did not eat at the hotel so unable to comment on restaurant food but there are several pubs near by I would certainly recommend this hotel ,79,1,9.2,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",37 days,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,6/25/2017,9.2,Apex Temple Court Hotel, United Kingdom ,No Negative,0,2619, Staff really friendly bed was extremely comfy and not too far from two underground stations The concierge recommended a great italian on fleet street and booked a table for two in minutes Overall great stay ,37,1,9.2,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",39 days,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,6/20/2017,9.2,Apex Temple Court Hotel, United Kingdom ,No Negative,0,2619, we were very pleased with the Hotel and were especially pleased at the spaciousness of the Standard room and the quietness of the bedrooms and corridors ,28,1,10,"[' Leisure trip ', ' Group ', ' City Twin Room ', ' Stayed 1 night ']",44 days,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,6/14/2017,9.2,Apex Temple Court Hotel, Australia , Not a lot to put in this section If I was going to be very picky I d say the food menu was average but still very palatable i e not bad Wine list could be improved ,39,2619, Room was clean and well appointed Location was great for sight seeing Being set back from the road our room was quiet A most enjoyable stay ,28,1,7.9,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",50 days,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,6/12/2017,9.2,Apex Temple Court Hotel, Canada , Meals very plain No extras or garnishes Restaurant staff didn t seem very knowledgeable Cold croissants for breakfast ,20,2619, Nice room Modern and cool Bar space in lobby very cosy ,13,1,9.6,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",52 days,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,6/7/2017,9.2,Apex Temple Court Hotel, Singapore , No toothbrush provided,4,2619, Being new in this area the conceierge service is excellent Special thanks to Mr Francis who was on duty and helped my colleague and myself several times throughout our stay ,32,2,8.3,"[' Business trip ', ' Solo traveler ', ' City King Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",57 days,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,5/25/2017,9.2,Apex Temple Court Hotel, Ireland , Nothing,2,2619, Brilliant location so close to the tube Room was GORGEOUS and spacious lovely and modern The hotel was quiet and so so clean Loved it Really made our stay extra relaxing ,33,4,10,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 2 nights ']",70 days,51.5137335,-0.1087512
